,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
12897,Tower Hamlets,Private room,80,2,2,0.06,1,364
12898,Westminster,Entire home/apt,260,2,28,1.38,1,37
12899,Hounslow,Private room,53,1,45,1.23,1,68
12900,Southwark,Entire home/apt,75,4,30,0.81,1,3
12901,Haringey,Private room,32,2,31,1.05,4,342
12902,Haringey,Private room,32,2,58,1.94,4,330
12903,Haringey,Private room,28,2,52,1.78,4,317
12904,Haringey,Private room,28,2,59,1.67,4,349
12905,Tower Hamlets,Private room,55,1,28,0.79,1,16
12906,Lambeth,Entire home/apt,160,1,29,0.91,5,262
12907,Wandsworth,Private room,30,5,5,0.14,7,365
12908,Southwark,Private room,40,1,3,0.08,1,0
12909,Brent,Private room,37,2,133,3.69,2,0
12910,Islington,Entire home/apt,200,3,3,0.19,1,0
12911,Tower Hamlets,Private room,40,2,1,0.03,1,0
12912,Hackney,Entire home/apt,189,1,31,0.89,1,0
12913,Southwark,Private room,30,3,25,0.72,1,156
12914,Westminster,Entire home/apt,70,3,20,0.76,1,0
12915,Lewisham,Private room,28,1,4,0.11,1,281
12917,Waltham Forest,Private room,40,1,2,0.07,2,53
12918,Islington,Entire home/apt,75,3,13,0.48,1,61
12919,Harrow,Private room,30,2,102,2.83,1,352
12921,Lewisham,Private room,43,1,1,0.08,1,365
12922,Haringey,Entire home/apt,120,7,3,0.09,1,0
12923,Haringey,Private room,25,1,47,1.32,1,332
12924,Merton,Private room,65,1,3,0.56,1,84
12925,Hammersmith and Fulham,Entire home/apt,125,5,4,0.12,17,108
12926,Camden,Entire home/apt,73,3,10,0.28,1,0
12931,Camden,Private room,30,1,2,0.06,1,0
12932,City of London,Entire home/apt,100,1,2,0.07,1,0
12933,Hackney,Private room,25,1,1,0.03,1,0
12935,Islington,Private room,34,2,10,0.3,1,177
12936,Haringey,Private room,39,1,12,0.42,2,363
12938,Haringey,Private room,30,2,33,0.91,1,75
12939,Camden,Entire home/apt,75,7,4,0.12,1,0
12940,Hackney,Entire home/apt,111,2,5,0.14,1,0
12941,Lambeth,Entire home/apt,110,3,14,0.99,1,0
12943,Westminster,Private room,100,1,4,0.11,18,363
12944,Westminster,Shared room,28,1,16,0.45,18,365
12946,Hackney,Private room,20,5,2,0.06,1,0
12947,Wandsworth,Private room,69,1,36,1.59,1,96
12948,Lambeth,Private room,49,2,62,3.0,1,201
12949,Southwark,Entire home/apt,65,2,41,1.13,2,0
12950,Lambeth,Private room,32,2,15,0.42,2,78
12952,Camden,Entire home/apt,236,4,26,0.71,3,128
12953,Hammersmith and Fulham,Private room,46,2,1,0.04,1,0
12954,Hammersmith and Fulham,Entire home/apt,155,2,65,1.85,1,113
12956,Hackney,Entire home/apt,40,1,5,0.14,1,0
12957,Tower Hamlets,Private room,28,1,3,0.08,3,0
12958,Lambeth,Entire home/apt,70,4,4,0.11,1,0
12959,Hackney,Private room,30,1,2,0.05,1,0
12960,Richmond upon Thames,Entire home/apt,120,1,2,0.06,1,0
12961,Westminster,Entire home/apt,82,5,5,0.14,1,0
12962,Southwark,Private room,46,2,66,1.8,2,131
12963,Croydon,Private room,35,1,55,3.87,2,42
12965,Hackney,Entire home/apt,120,2,13,0.37,1,0
12966,Hackney,Private room,29,1,1,0.03,1,0
12970,Newham,Private room,24,1,8,0.22,9,0
12971,Tower Hamlets,Private room,35,1,10,0.28,2,311
12973,Tower Hamlets,Private room,40,1,1,0.03,2,365
12974,Lewisham,Private room,30,1,20,2.44,1,0
12976,Hackney,Private room,55,1,10,0.29,1,0
12977,Islington,Entire home/apt,50,3,4,0.12,1,0
12978,Islington,Private room,55,1,6,0.18,2,83
12981,Lambeth,Private room,62,2,178,4.88,1,222
12982,Lambeth,Private room,60,2,48,1.32,1,3
12983,Hammersmith and Fulham,Entire home/apt,180,3,22,0.65,80,209
12986,Hackney,Private room,24,2,2,0.06,1,0
12987,Hammersmith and Fulham,Private room,35,3,4,0.11,1,0
12988,Hounslow,Private room,55,1,97,2.67,1,359
12989,Lambeth,Entire home/apt,90,1,1,0.03,1,0
12990,Kensington and Chelsea,Entire home/apt,200,3,31,0.88,1,321
12993,Westminster,Entire home/apt,103,7,2,0.06,1,365
12994,Tower Hamlets,Private room,30,7,1,0.03,1,0
12995,Hammersmith and Fulham,Entire home/apt,130,4,4,0.13,23,360
12996,Richmond upon Thames,Private room,48,1,37,1.02,1,0
12997,Tower Hamlets,Entire home/apt,80,2,19,0.54,1,130
12999,Camden,Entire home/apt,175,2,38,1.57,1,5
13000,Newham,Entire home/apt,220,2,40,1.09,11,308
13001,Lambeth,Private room,39,2,31,0.85,2,33
13002,Hackney,Private room,65,2,22,0.63,3,342
13004,Newham,Entire home/apt,90,2,2,0.14,1,0
13005,Haringey,Private room,30,2,2,0.07,2,35
13008,Camden,Private room,57,4,17,0.46,23,178
13009,Richmond upon Thames,Private room,55,4,1,0.04,1,365
13012,Wandsworth,Private room,35,5,5,0.14,7,365
13013,Kensington and Chelsea,Entire home/apt,145,3,45,1.26,3,22
13015,Haringey,Private room,22,1,1,0.03,1,0
13016,Islington,Private room,50,2,179,5.43,1,36
13017,Southwark,Private room,79,3,47,1.31,1,21
13019,Westminster,Entire home/apt,229,2,3,0.09,60,59
13020,Westminster,Entire home/apt,229,2,6,0.18,60,45
13022,Hammersmith and Fulham,Private room,55,2,9,0.25,1,362
13023,Merton,Private room,60,2,32,0.89,1,363
13025,Hackney,Private room,25,1,16,0.46,2,0
13026,Southwark,Private room,40,2,6,0.17,1,0
13027,Westminster,Entire home/apt,110,10,15,0.42,1,61
13030,Tower Hamlets,Private room,35,3,2,0.06,1,0
13032,Westminster,Entire home/apt,200,2,46,1.35,2,92
13033,Wandsworth,Entire home/apt,50,2,3,0.08,1,0
13035,Hackney,Entire home/apt,60,4,3,0.09,1,0
13040,Croydon,Private room,29,3,10,0.39,2,246
13042,Enfield,Private room,30,1,15,0.43,1,361
13043,Camden,Entire home/apt,78,4,16,0.53,1,133
13044,Barnet,Private room,31,1,2,0.05,1,0
13045,Brent,Private room,40,1,1,0.03,1,363
13046,Barnet,Private room,56,1,38,1.06,9,338
13048,Greenwich,Shared room,20,1,16,0.44,4,350
13049,Southwark,Private room,40,2,38,1.44,40,110
13051,Wandsworth,Private room,40,5,3,0.08,7,365
13053,Hackney,Private room,57,1,5,0.14,1,0
13055,Camden,Private room,55,1,1,0.03,1,0
13056,Southwark,Private room,30,2,5,0.14,1,0
13057,Lambeth,Entire home/apt,150,7,2,0.06,1,0
13058,Kensington and Chelsea,Entire home/apt,89,2,79,2.23,5,287
13059,Lambeth,Private room,32,5,5,0.19,1,0
13061,Islington,Entire home/apt,175,7,1,0.05,15,364
13063,Tower Hamlets,Private room,26,1,2,0.05,2,0
13064,Tower Hamlets,Entire home/apt,270,2,15,0.43,2,69
13065,Southwark,Entire home/apt,140,2,21,0.59,1,0
13067,Hammersmith and Fulham,Entire home/apt,90,4,3,0.08,4,51
13068,Wandsworth,Entire home/apt,70,7,3,0.3,2,220
13069,Merton,Entire home/apt,90,3,24,0.77,1,308
13071,Islington,Private room,50,1,11,0.39,1,267
13072,Tower Hamlets,Entire home/apt,105,2,26,0.72,2,37
13073,Southwark,Private room,55,2,7,0.2,1,169
13074,Lambeth,Private room,36,2,1,0.03,1,0
13075,Waltham Forest,Entire home/apt,130,3,2,0.07,1,84
13077,Camden,Entire home/apt,130,2,32,1.54,1,80
13078,Hammersmith and Fulham,Private room,65,3,10,0.29,2,2
13079,Southwark,Private room,50,1,1,0.03,1,0
13082,Merton,Private room,35,2,10,0.46,1,155
13083,Merton,Private room,125,1,3,0.1,1,341
13087,Wandsworth,Entire home/apt,129,3,2,0.06,1,0
13088,Hounslow,Private room,40,1,2,0.06,1,0
13090,Hackney,Private room,47,3,2,0.06,1,0
13091,Kensington and Chelsea,Entire home/apt,125,2,132,3.68,2,288
13093,Westminster,Private room,75,1,38,1.08,1,85
13095,Tower Hamlets,Private room,25,1,1,0.03,1,0
13096,Westminster,Entire home/apt,189,2,3,0.08,1,0
13098,Hackney,Private room,80,2,34,0.95,2,148
13100,Brent,Private room,34,2,11,0.3,1,0
13101,Tower Hamlets,Private room,50,1,11,0.3,1,0
13102,Southwark,Private room,36,1,58,2.48,1,7
13105,Westminster,Entire home/apt,140,3,21,0.58,1,22
13106,Wandsworth,Private room,36,1,14,0.38,1,342
13108,Haringey,Private room,25,2,14,0.58,1,336
13109,Brent,Private room,34,1,16,0.64,5,0
13110,Hackney,Private room,30,1,3,0.09,1,0
13112,Southwark,Private room,60,2,9,0.82,1,70
13115,Tower Hamlets,Entire home/apt,60,3,2,0.08,1,0
13116,Westminster,Private room,85,2,53,1.51,1,0
13117,Camden,Entire home/apt,257,3,1,1.0,60,269
13119,Richmond upon Thames,Private room,40,2,47,1.3,1,114
13120,Wandsworth,Private room,35,2,12,0.34,1,186
13121,Southwark,Entire home/apt,95,2,39,1.29,1,228
13122,Richmond upon Thames,Private room,60,1,1,0.03,1,0
13127,Hackney,Entire home/apt,65,1,1,0.03,1,0
13130,Lambeth,Entire home/apt,95,6,13,0.47,1,91
13131,Richmond upon Thames,Private room,50,5,6,0.22,3,169
13132,Hackney,Private room,24,1,4,0.11,1,0
13135,Brent,Private room,70,2,17,0.48,1,363
13136,Richmond upon Thames,Private room,60,2,1,0.68,3,363
13137,Haringey,Private room,19,1,2,0.07,1,0
13138,Westminster,Private room,105,1,7,0.2,1,362
13139,Hammersmith and Fulham,Private room,28,7,5,0.14,4,35
13141,Hackney,Private room,44,1,2,0.16,1,0
13142,Greenwich,Entire home/apt,80,3,3,0.08,1,3
13143,Ealing,Private room,30,2,6,0.17,1,76
13144,Camden,Entire home/apt,133,3,29,0.8,7,308
13145,Barnet,Private room,34,4,20,0.55,9,244
13146,Hackney,Private room,25,1,2,0.06,1,0
13148,Newham,Private room,29,2,38,1.05,4,358
13152,Islington,Entire home/apt,110,2,39,1.1,1,336
13153,Kensington and Chelsea,Entire home/apt,143,3,67,1.83,4,243
13154,Hackney,Entire home/apt,50,10,4,0.12,1,0
13156,Brent,Entire home/apt,80,5,18,0.53,2,7
13157,Haringey,Private room,40,2,6,0.17,2,64
13158,Islington,Entire home/apt,120,2,8,2.38,1,126
13160,Lambeth,Private room,60,3,22,0.62,1,62
13167,Richmond upon Thames,Private room,25,2,29,0.81,2,210
13169,Hackney,Entire home/apt,179,6,16,0.46,1,36
13170,Harrow,Private room,34,1,5,0.14,2,365
13173,Wandsworth,Private room,60,2,51,1.41,1,258
13174,Camden,Entire home/apt,162,5,31,0.91,3,285
13175,Tower Hamlets,Entire home/apt,60,5,3,0.09,1,0
13176,Tower Hamlets,Private room,24,1,1,0.03,3,0
13178,Islington,Entire home/apt,70,2,26,0.72,1,0
13179,Westminster,Entire home/apt,90,1,104,2.9,2,32
13180,Southwark,Private room,38,2,24,0.66,1,0
13181,Wandsworth,Private room,55,2,37,1.04,1,196
13182,Islington,Entire home/apt,89,1,33,0.94,2,350
13183,Hammersmith and Fulham,Private room,139,1,9,0.26,11,338
13184,Newham,Private room,35,2,27,0.74,4,320
13185,Westminster,Private room,77,2,110,3.46,3,221
13187,Islington,Private room,49,5,20,0.56,2,0
13191,Kensington and Chelsea,Entire home/apt,110,3,9,0.26,1,10
13194,Tower Hamlets,Entire home/apt,85,2,6,0.17,2,0
13195,Greenwich,Entire home/apt,165,3,16,0.44,1,358
13196,Bexley,Private room,20,1,58,1.66,1,232
13198,Tower Hamlets,Private room,60,2,241,6.61,2,87
13199,Camden,Entire home/apt,95,4,12,0.33,2,10
13200,Hammersmith and Fulham,Entire home/apt,200,4,8,0.23,2,0
13202,Barnet,Entire home/apt,120,1,16,0.46,2,78
13203,Camden,Entire home/apt,150,5,1,0.03,1,0
13204,Barnet,Private room,60,1,1,0.03,2,90
13205,Wandsworth,Private room,47,1,2,0.06,1,0
13206,Waltham Forest,Entire home/apt,75,6,4,0.16,1,0
13207,Wandsworth,Entire home/apt,120,2,17,0.47,4,359
13209,Westminster,Private room,50,1,1,0.03,3,0
13210,Westminster,Entire home/apt,139,1,1,0.03,3,0
13214,Greenwich,Shared room,40,1,1,0.04,1,365
13215,Westminster,Private room,30,1,2,0.05,2,0
13216,Haringey,Private room,27,1,1,0.03,1,0
13218,Tower Hamlets,Entire home/apt,120,2,15,0.41,1,0
13219,Islington,Private room,79,5,22,0.64,2,0
13221,Lewisham,Entire home/apt,45,3,1,0.03,1,0
13222,Hackney,Entire home/apt,86,2,22,0.63,1,319
13224,Hackney,Entire home/apt,120,1,2,0.08,1,163
13225,Lambeth,Entire home/apt,82,2,9,0.25,1,21
13226,Tower Hamlets,Entire home/apt,129,2,76,2.1,58,343
13229,Kensington and Chelsea,Private room,50,1,10,0.3,1,51
13230,Southwark,Entire home/apt,90,3,10,0.38,2,5
13232,Westminster,Entire home/apt,110,3,13,0.38,1,51
13233,Southwark,Entire home/apt,130,1,8,0.22,2,33
13234,Lambeth,Private room,44,1,3,0.09,1,0
13236,Lambeth,Private room,39,2,1,0.03,2,50
13237,Tower Hamlets,Entire home/apt,95,3,5,0.15,1,0
13238,Lewisham,Entire home/apt,53,4,35,1.14,1,0
13240,Richmond upon Thames,Private room,52,2,40,1.14,1,191
13241,Islington,Entire home/apt,85,5,6,0.17,1,0
13243,Kensington and Chelsea,Entire home/apt,250,7,3,0.08,1,362
13245,Lambeth,Private room,29,1,61,1.71,19,331
13246,Croydon,Entire home/apt,135,2,35,0.98,1,340
13251,Ealing,Entire home/apt,125,4,11,0.34,23,356
13252,Hackney,Private room,40,1,13,0.37,1,281
13253,Islington,Private room,47,1,6,0.18,1,365
13254,Hammersmith and Fulham,Entire home/apt,99,3,48,1.36,3,0
13255,Wandsworth,Entire home/apt,101,4,7,0.19,1,0
13257,Tower Hamlets,Private room,50,2,10,0.28,1,0
13258,Tower Hamlets,Entire home/apt,244,5,12,0.34,2,335
13259,Wandsworth,Private room,21,5,4,0.16,8,90
13261,Hackney,Private room,49,3,132,3.7,1,0
13264,Lambeth,Entire home/apt,75,2,3,0.08,1,0
13266,Hackney,Private room,41,1,7,0.2,1,0
13267,Camden,Entire home/apt,118,2,3,0.09,2,189
13268,Hammersmith and Fulham,Entire home/apt,125,2,3,0.08,1,0
13269,Lewisham,Private room,25,2,6,0.21,1,363
13271,Lewisham,Private room,43,2,41,1.17,1,10
13272,Westminster,Entire home/apt,160,4,52,1.45,1,98
13273,Hackney,Private room,50,4,37,1.03,1,12
13274,Westminster,Private room,85,2,18,0.5,1,220
13275,Southwark,Entire home/apt,50,1,5,0.15,1,0
13276,Ealing,Private room,35,1,20,0.55,1,363
13279,Kensington and Chelsea,Shared room,29,1,29,0.8,9,0
13280,Hackney,Private room,28,3,1,0.03,2,0
13281,Croydon,Private room,31,1,2,0.08,2,365
13282,City of London,Entire home/apt,99,1,1,0.03,1,0
13283,Westminster,Entire home/apt,170,3,21,0.61,1,0
13284,Hackney,Private room,25,1,2,0.06,1,0
13285,Barnet,Private room,32,1,1,0.03,3,365
13286,Westminster,Private room,80,1,25,0.76,18,347
13287,Westminster,Private room,73,1,181,5.0,6,15
13288,Kensington and Chelsea,Shared room,29,1,14,0.39,9,0
13289,Hammersmith and Fulham,Entire home/apt,95,1,3,0.08,1,0
13290,Kensington and Chelsea,Shared room,17,1,15,0.47,9,0
13292,Kensington and Chelsea,Shared room,25,1,6,0.16,9,0
13293,Lambeth,Entire home/apt,50,2,7,2.04,1,16
13295,Lambeth,Private room,52,3,44,3.71,14,89
13296,Lambeth,Private room,53,3,28,2.51,14,70
13297,Lambeth,Private room,60,3,50,4.12,14,69
13298,Hackney,Private room,30,1,31,0.91,4,330
13299,Southwark,Private room,52,2,46,1.26,1,39
13300,Lewisham,Entire home/apt,69,7,1,0.03,1,0
13301,Westminster,Private room,30,1,1,0.03,2,0
13302,Kensington and Chelsea,Entire home/apt,120,2,17,0.49,2,365
13303,Westminster,Entire home/apt,105,1,107,2.94,2,231
13304,Southwark,Entire home/apt,85,2,32,0.9,1,13
13305,Lewisham,Private room,28,1,29,0.83,2,6
13306,Hackney,Private room,39,1,24,0.67,1,0
13307,Hackney,Entire home/apt,85,3,1,0.04,1,0
13308,Haringey,Private room,30,1,1,0.11,1,29
13311,Harrow,Private room,30,5,4,0.12,4,364
13315,Southwark,Private room,38,1,114,3.26,1,105
13316,Hammersmith and Fulham,Entire home/apt,90,3,6,0.17,1,0
13319,Tower Hamlets,Entire home/apt,95,6,2,0.15,1,53
13320,Hounslow,Private room,30,7,11,0.33,2,274
13321,Southwark,Entire home/apt,65,3,11,0.43,1,0
13323,Lambeth,Entire home/apt,128,3,21,0.8,2,9
13324,Hackney,Entire home/apt,150,5,6,0.19,2,10
13325,Westminster,Private room,52,3,5,0.14,1,0
13326,Bromley,Private room,25,3,5,0.16,2,220
13327,Islington,Entire home/apt,100,3,18,0.5,1,222
13329,Camden,Entire home/apt,96,3,59,1.63,1,189
13330,Westminster,Entire home/apt,120,2,2,0.07,1,0
13331,Hackney,Private room,70,2,7,0.2,1,89
13332,Westminster,Entire home/apt,260,3,31,0.89,1,214
13333,Southwark,Private room,40,4,1,0.03,1,0
13334,Tower Hamlets,Private room,35,2,1,0.03,1,0
13336,Tower Hamlets,Entire home/apt,120,1,14,0.4,1,0
13339,Wandsworth,Private room,40,5,8,0.3,7,364
13340,Westminster,Private room,67,1,120,3.38,3,101
13341,Camden,Entire home/apt,89,1,67,1.86,3,20
13343,Tower Hamlets,Entire home/apt,115,2,7,0.22,1,0
13344,Merton,Private room,45,1,2,0.06,1,0
13347,Ealing,Entire home/apt,64,5,12,0.54,1,97
13350,Richmond upon Thames,Private room,65,1,14,0.4,1,89
13351,Islington,Entire home/apt,80,1,32,0.89,1,320
13353,Hounslow,Private room,25,2,3,0.09,1,355
13354,Haringey,Entire home/apt,50,2,7,0.25,1,339
13356,Hounslow,Private room,40,1,7,0.2,1,365
13357,Tower Hamlets,Private room,50,2,1,0.03,1,0
13358,Bromley,Entire home/apt,195,2,15,0.47,2,0
13359,Wandsworth,Entire home/apt,90,5,1,0.03,1,0
13361,Southwark,Private room,44,2,27,0.98,3,353
13363,Westminster,Entire home/apt,139,1,4,0.11,2,0
13364,Islington,Private room,49,3,18,0.5,4,0
13366,Ealing,Private room,35,1,12,0.34,1,18
13368,Merton,Entire home/apt,95,5,3,0.23,3,339
13370,Croydon,Private room,35,1,167,4.6,3,336
13371,Kensington and Chelsea,Entire home/apt,106,4,14,0.42,23,364
13372,Richmond upon Thames,Private room,75,1,3,0.09,1,0
13373,Bromley,Private room,25,1,48,1.36,1,174
13374,Kensington and Chelsea,Entire home/apt,250,1,34,0.97,4,324
13377,Merton,Private room,50,2,34,1.0,1,363
13378,Waltham Forest,Entire home/apt,77,2,3,0.09,1,0
13380,Westminster,Entire home/apt,185,4,21,0.59,23,331
13382,Kensington and Chelsea,Entire home/apt,220,7,2,0.19,1,332
13383,Hammersmith and Fulham,Entire home/apt,89,4,6,0.18,1,0
13384,Southwark,Entire home/apt,60,2,2,0.09,1,0
13385,Westminster,Entire home/apt,165,1,88,2.44,2,316
13387,Southwark,Private room,39,2,1,0.1,1,306
13388,Camden,Private room,49,13,17,0.58,1,6
13389,Westminster,Private room,45,1,217,6.03,4,297
13391,Westminster,Entire home/apt,120,3,64,1.76,1,62
13392,Southwark,Entire home/apt,260,2,106,2.98,4,291
13394,Islington,Private room,65,1,72,2.28,2,0
13395,Tower Hamlets,Entire home/apt,70,1,1,0.03,5,0
13396,Lewisham,Private room,24,3,1,0.07,1,281
13398,Hackney,Private room,50,3,2,0.06,1,0
13399,Lambeth,Private room,46,1,1,0.03,1,0
13400,Barnet,Private room,45,1,3,0.09,1,0
13401,Hackney,Entire home/apt,120,3,28,1.93,4,328
13402,Islington,Entire home/apt,80,3,76,2.33,1,315
13403,Kensington and Chelsea,Entire home/apt,85,2,1,0.04,1,0
13404,Hackney,Private room,35,2,1,0.03,2,41
13407,Southwark,Private room,72,1,64,1.78,12,118
13408,Lambeth,Entire home/apt,95,2,4,0.11,1,0
13409,Hackney,Entire home/apt,50,2,10,0.28,1,0
13410,Hammersmith and Fulham,Entire home/apt,90,3,49,1.37,2,0
13411,Haringey,Entire home/apt,100,5,1,0.04,1,0
13412,Lambeth,Private room,45,1,3,0.08,1,55
13413,Newham,Entire home/apt,49,4,1,0.03,2,13
13414,Islington,Private room,45,4,4,0.12,1,0
13415,Haringey,Entire home/apt,76,2,112,3.09,5,75
13416,Hackney,Private room,24,1,1,0.03,1,0
13418,Lewisham,Entire home/apt,75,2,11,0.32,1,0
13420,Lambeth,Entire home/apt,94,3,62,1.84,2,337
13421,Sutton,Private room,22,1,8,7.27,3,124
13423,Hackney,Entire home/apt,77,1,23,0.68,1,0
13424,Southwark,Private room,35,1,2,0.06,1,0
13425,Tower Hamlets,Entire home/apt,105,3,89,2.53,1,291
13426,Waltham Forest,Entire home/apt,79,3,29,0.81,1,222
13427,Tower Hamlets,Private room,48,1,22,1.03,1,317
13430,Lambeth,Entire home/apt,155,2,4,0.17,2,49
13431,Haringey,Entire home/apt,50,1,2,0.06,1,0
13432,Barnet,Private room,35,1,44,1.24,1,339
13433,Hackney,Entire home/apt,90,5,13,0.38,1,251
13436,Hackney,Private room,35,1,32,0.88,2,86
13437,Hammersmith and Fulham,Private room,50,3,1,0.03,1,0
13438,Camden,Private room,50,1,2,0.06,1,0
13439,Southwark,Private room,26,2,21,0.59,4,85
13440,Islington,Entire home/apt,100,2,3,0.09,1,0
13442,Lewisham,Entire home/apt,50,3,63,1.76,1,0
13444,Tower Hamlets,Entire home/apt,120,2,6,0.24,1,30
13446,Hackney,Entire home/apt,80,3,10,0.36,2,0
13448,Islington,Private room,35,2,17,0.48,1,343
13449,Southwark,Entire home/apt,69,1,1,0.04,1,0
13450,Hackney,Entire home/apt,65,1,2,0.06,1,0
13452,Hammersmith and Fulham,Private room,69,1,1,0.04,1,0
13453,Hackney,Private room,28,3,58,1.6,1,7
13456,Redbridge,Private room,30,1,3,0.23,2,0
13458,Wandsworth,Private room,49,4,6,0.18,2,0
13459,Lewisham,Entire home/apt,64,6,3,0.08,1,0
13460,Hackney,Entire home/apt,30,1,2,0.06,1,0
13461,Greenwich,Shared room,50,1,1,0.03,5,362
13462,Hammersmith and Fulham,Private room,22,3,15,0.66,1,0
13463,Barnet,Private room,50,1,6,0.24,1,365
13464,Wandsworth,Entire home/apt,110,3,22,0.89,2,38
13467,Westminster,Entire home/apt,220,1,70,1.97,1,222
13468,Hackney,Entire home/apt,108,2,6,0.18,1,0
13470,Barnet,Entire home/apt,40,5,1,0.03,3,0
13471,Southwark,Private room,32,2,3,0.08,1,0
13472,Kensington and Chelsea,Private room,82,1,82,2.37,3,70
13474,Hackney,Private room,24,1,4,0.11,1,0
13476,Wandsworth,Entire home/apt,110,2,4,0.22,1,0
13477,Haringey,Private room,21,5,1,0.03,1,0
13480,Tower Hamlets,Private room,45,1,7,0.19,1,0
13482,Croydon,Private room,80,7,9,0.25,2,88
13483,Southwark,Private room,26,1,1,0.04,1,0
13484,Tower Hamlets,Private room,35,3,33,1.26,1,65
13485,Hackney,Entire home/apt,90,2,47,1.34,2,317
13486,Hackney,Private room,39,1,48,1.45,1,292
13487,Southwark,Entire home/apt,78,2,11,1.43,1,0
13489,Barnet,Private room,45,2,2,0.06,2,131
13490,Wandsworth,Private room,70,1,8,0.23,3,266
13491,Barnet,Entire home/apt,45,4,10,0.38,6,227
13492,Hackney,Entire home/apt,150,6,63,1.75,8,158
13493,Tower Hamlets,Entire home/apt,98,2,37,1.08,1,42
13494,Barking and Dagenham,Entire home/apt,99,3,15,0.41,2,349
13495,Lewisham,Private room,38,1,18,0.52,5,313
13496,Islington,Private room,60,1,104,2.88,1,299
13497,Camden,Entire home/apt,100,2,1,0.03,1,0
13499,Lambeth,Private room,25,3,10,0.28,19,354
13500,Lambeth,Entire home/apt,145,3,8,0.23,1,6
13501,Richmond upon Thames,Entire home/apt,65,7,4,0.12,1,0
13502,Westminster,Private room,48,1,25,0.75,3,0
13503,Westminster,Entire home/apt,65,2,4,0.11,1,0
13504,Camden,Private room,35,1,1,0.03,1,0
13505,Lambeth,Private room,30,5,5,3.13,2,327
13506,Hackney,Entire home/apt,250,2,37,1.09,1,283
13508,Waltham Forest,Private room,28,2,26,1.16,1,133
13510,Hackney,Entire home/apt,109,2,6,0.2,2,26
13512,Islington,Entire home/apt,115,1,78,2.19,2,81
13513,Ealing,Entire home/apt,110,2,1,0.03,1,0
13514,Westminster,Entire home/apt,110,2,12,0.34,1,214
13515,Tower Hamlets,Entire home/apt,145,1,35,1.0,3,112
13516,Islington,Entire home/apt,150,4,1,0.03,1,0
13518,Hammersmith and Fulham,Private room,70,1,4,0.12,2,329
13519,Hackney,Private room,24,1,1,0.04,1,0
13520,Tower Hamlets,Entire home/apt,69,2,10,0.29,1,177
13522,Islington,Private room,49,3,13,0.36,2,225
13526,Southwark,Entire home/apt,199,2,6,0.17,2,9
13527,Richmond upon Thames,Private room,65,1,93,2.64,1,314
13528,Southwark,Private room,80,1,2,0.06,2,365
13530,Southwark,Private room,60,2,3,0.08,2,53
13531,Islington,Entire home/apt,65,1,2,0.06,1,0
13533,Wandsworth,Private room,45,1,3,0.09,1,364
13534,Wandsworth,Private room,59,1,2,0.31,1,363
